form	lemma	POS	morph
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
disseseptime	dissetisme	PROord	NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
Ydone	Ydoine	NOMpro	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
d	de	PRE	MORPH=empty
Amadas	Amadas	NOMpro	NOMB.=s|GENRE=m|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
dissewitisme	disuitisme	PROord	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
castelaine	chastelaine	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
Vergi	Vergy	NOMpro	NOMB.=s|GENRE=x|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
dissenoevime	disnuevisme	PROord	NOMB.=s|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
saint	saint	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Estievene	Etienne	NOMpro	NOMB.=s|GENRE=m|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m|CAS=n
vintisme	vintisme	PROord	NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
des	de+le	PRE.DETdef	MORPH=empty+NOMB.=p|GENRE=m|CAS=r
vers	vers1	NOMcom	NOMB.=p|GENRE=m|CAS=r
de	de	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=f|CAS=r
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
vintëunime	vint-e-unisme	PROord	NOMB.=s|GENRE=m|CAS=n
d’	de	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r
loënge	löenge	NOMcom	NOMB.=s|GENRE=f|CAS=r
