form	lemma	POS	morph
en	en1	PRE	MORPH=empty
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r
prarie	präerie	NOMcom	NOMB.=s|GENRE=f|CAS=r
où	où	PROrel	NOMB.=x|GENRE=x|CAS=x
el	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
paist	paistre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Renars	Renart	NOMpro	NOMB.=s|GENRE=m|CAS=n
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
escoute	escouter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
si	si	ADVgen	DEGRE=-
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
tait	taire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pance	penser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu	que4	CONsub	MORPH=empty
ancor	encore	ADVgen	DEGRE=-
ne	ne1	ADVneg	MORPH=empty
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
mie	mie	ADVneg	MORPH=empty
quelque	quelque	DETrel	NOMB.=s|GENRE=f|CAS=r
chose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r
que	que2	PROrel	NOMB.=s|GENRE=f|CAS=r
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
die	dire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
Tant	tant	ADVgen	DEGRE=-
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
andui	ambedos	PROcar	NOMB.=p|GENRE=m|CAS=n
chemin	chemin	NOMcom	NOMB.=s|GENRE=m|CAS=r
tenu	tenir1	VERppe	NOMB.=s|GENRE=m|CAS=r
qu	que4	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
an	en1	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
praerie	präerie	NOMcom	NOMB.=s|GENRE=f|CAS=r
venu	venir	VERppe	NOMB.=p|GENRE=m|CAS=n
là	là	ADVgen	DEGRE=-
où	où	PROrel	NOMB.=x|GENRE=x|CAS=x
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=n
Fauve	Fauve	NOMpro	NOMB.=s|GENRE=f|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n
poulain	polain	NOMcom	NOMB.=s|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
suioit	sivre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
xv	15	DETcar	NOMB.=p|GENRE=m|CAS=r
jors	jor	NOMcom	NOMB.=p|GENRE=m|CAS=r
ancor	encore	ADVgen	DEGRE=-
n	ne1	ADVneg	MORPH=empty
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
mie	mie	ADVneg	MORPH=empty
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n
lous	lou	NOMcom	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
pot	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
tere	taire	VERinf	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
die	dire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
Renart	Renart	NOMpro	NOMB.=s|GENRE=m|CAS=n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
cestui	cest	PROdem	NOMB.=s|GENRE=m|CAS=n
gras	cras	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
et	et	CONcoo	MORPH=empty
tandre	tendre2	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=i
an	en2	PROadv	MORPH=empty
vouroit	voloir	VERcjg	MODE=con|PERS.=3|NOMB.=s
i	un	DETcar	NOMB.=s|GENRE=m|CAS=r
quartier	cartier	NOMcom	NOMB.=s|GENRE=m|CAS=r
tandre	tendre1	VERinf	MORPH=empty
di	dire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
conbien	combien	ADVsub	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
donroies	doner	VERcjg	MODE=con|PERS.=2|NOMB.=s
Tant	tant	ADVgen	DEGRE=-
mes	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=n
amis	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n
estre	estre1	VERinf	MORPH=empty
pourroies	pöoir	VERcjg	MODE=con|PERS.=2|NOMB.=p
que	que4	CONsub	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
quartier	cartier	NOMcom	NOMB.=s|GENRE=m|CAS=r
t	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r
an	en2	PROadv	MORPH=empty
departiroie	departir	VERcjg	MODE=con|PERS.=1|NOMB.=s
