form	lemma	POS	morph
De	de	PRE	MORPH=empty
proeeche	pröece	NOMcom	NOMB.=s|GENRE=f|CAS=r
essample	essemple	NOMcom	NOMB.=s|GENRE=m|CAS=r
monstrout	mostrer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
as	a3+le	PRE.DETdef	MORPH=empty+NOMB.=p|GENRE=m|CAS=r
ennemis	enemi	NOMcom	NOMB.=p|GENRE=m|CAS=r
quant	cant1	CONsub	MORPH=empty
assemblot	assembler	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
Mont	mout	ADVgen	DEGRE=-
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
i	i2	PROadv	MORPH=empty
joignoit	joindre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
hardiement	hardïement	ADVgen	DEGRE=p
et	et	CONcoo	MORPH=empty
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
en	en2	PROadv	MORPH=empty
repairout	repairier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
sagement	sagement	ADVgen	DEGRE=p
Sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=n
lanche	lance	NOMcom	NOMB.=s|GENRE=f|CAS=n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
mont	mout	ADVgen	DEGRE=-
roide	roit2	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
et	et	CONcoo	MORPH=empty
fort	fort	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
Cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n
qu	que2	PROrel	NOMB.=s|GENRE=m|CAS=r
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
feroit	ferir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
pres	près	ADVgen	DEGRE=p
iert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r
ne	ne1	ADVneg	MORPH=empty
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
valut	valoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
escu	escu	NOMcom	NOMB.=s|GENRE=m|CAS=r
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
gant	gant	NOMcom	NOMB.=s|GENRE=m|CAS=r
ne	ne2	CONcoo	MORPH=empty
nul	nul	DETind	NOMB.=s|GENRE=m|CAS=r
hauberc	hauberc	NOMcom	NOMB.=s|GENRE=m|CAS=r
n	ne2	CONcoo	MORPH=empty
eaume	heaume	NOMcom	NOMB.=s|GENRE=m|CAS=r
luissant	luisant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
Souvent	sovent	ADVgen	DEGRE=p
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
faissoit	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
enverser	enverser	VERinf	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
un	un	PROind	NOMB.=s|GENRE=m|CAS=r
sor	sor2	PRE	MORPH=empty
l	le	DETdef	NOMB.=s|GENRE=m|CAS=r
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=r
mort	mort	VERppe	NOMB.=s|GENRE=m|CAS=r
adenter	adenter	VERinf	MORPH=empty
S	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=n
espee	espee	NOMcom	NOMB.=s|GENRE=f|CAS=n
n	ne1	ADVneg	MORPH=empty
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
celee	celer1	VERppe	NOMB.=s|GENRE=f|CAS=n
assez	assez	ADVgen	DEGRE=-
souvent	sovent	ADVgen	DEGRE=p
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
monstree	mostrer	VERppe	NOMB.=s|GENRE=f|CAS=n
Toutes	tot	DETind	NOMB.=p|GENRE=f|CAS=r
les	le	DETdef	NOMB.=p|GENRE=f|CAS=r
fez	foiz	NOMcom	NOMB.=p|GENRE=f|CAS=r
qu	que2	PROrel	NOMB.=p|GENRE=m|CAS=r
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
traoit	traire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p
damage	damage	NOMcom	NOMB.=s|GENRE=m|CAS=r
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
en	en2	PROadv	MORPH=empty
faissoit	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
trenchout	trenchier1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
poinz	poing	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
braz	braz	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
testes	teste	NOMcom	NOMB.=p|GENRE=f|CAS=r
ne	ne1	ADVneg	MORPH=empty
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
aconseust	aconsivre	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
quarrel	carrel	NOMcom	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
souvent	sovent	ADVgen	DEGRE=p
iert	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
