form	lemma	POS	morph
E	et	CONcoo	MORPH=empty
non	nom	NOMcom	NOMB.=s|GENRE=m|CAS=r
Deu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=n
sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n
se	se	CONsub	MORPH=empty
ne	ne1	ADVneg	MORPH=empty
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
amor	amor	NOMcom	NOMB.=s|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
mar	mar	ADVgen	DEGRE=-
l	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
acointai	acointier	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
Ainz	ainz	ADVgen	DEGRE=-
que	que4	CONsub	MORPH=empty
ceste	cest	PROdem	NOMB.=s|GENRE=f|CAS=n
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
dite	dire	VERppe	NOMB.=s|GENRE=f|CAS=n
tote	tot	PROind	NOMB.=s|GENRE=f|CAS=n
commence	comencier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
uns	un	DETndf	NOMB.=s|GENRE=m|CAS=n
autres	autre	PROind	NOMB.=s|GENRE=m|CAS=n
en	en1	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
route	rote5	NOMcom	NOMB.=s|GENRE=f|CAS=r
là	là	ADVgen	DEGRE=-
jus	jus1	ADVgen	DEGRE=-
desoz	desoz	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
raime	rame1	NOMcom	NOMB.=s|GENRE=f|CAS=r
einsi	ainsi	ADVgen	DEGRE=-
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
aler	aler	VERinf	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
aime	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Clere	cler	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p
