form	lemma	POS	morph
Ne	ne2	CONcoo	MORPH=empty
nuns	nul	DETind	NOMB.=s|GENRE=m|CAS=n
homs	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n
ne	ne1	ADVneg	MORPH=empty
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
escerchier	escerchier	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
seinte	saint	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
incarnation	incarnacïon	NOMcom	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
quant	cant1	CONsub	MORPH=empty
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=n
n	ne1	ADVneg	MORPH=empty
’	’	PONfbl	MORPH=empty
estion	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=p
dou	de+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
limon	limon2	NOMcom	NOMB.=s|GENRE=m|CAS=r
nos	nos1	PROper	PERS.=1|NOMB.=p|GENRE=m|CAS=r
fit	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
estraist	estraire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tot	tot	PROind	NOMB.=s|GENRE=m|CAS=r
faire	faire	VERinf	MORPH=empty
quantque	cantque	PROrel	NOMB.=s|GENRE=n|CAS=r
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
plait	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Oez	öir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
nature	nature	NOMcom	NOMB.=s|GENRE=f|CAS=r
seconde	secont1	ADJord	NOMB.=s|GENRE=f|CAS=r
:	:	PONfbl	MORPH=empty
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=n
nature	nature	NOMcom	NOMB.=s|GENRE=f|CAS=n
n	ne1	ADVneg	MORPH=empty
’	’	PONfbl	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
riens	rien	PROind	NOMB.=s|GENRE=f|CAS=r
dou	de+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
monde	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Quant	cant1	CONsub	MORPH=empty
lion	lïon	NOMcom	NOMB.=p|GENRE=m|CAS=r
dorment	dormir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
et	et	CONcoo	MORPH=empty
someillent	someillier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=n
cuer	cuer2	NOMcom	NOMB.=p|GENRE=m|CAS=n
dorment	dormir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
et	et	CONcoo	MORPH=empty
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=n
oel	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=n
voillent	veillier2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
.	.	PONfrt	MORPH=empty
