form	lemma	POS	morph
Bien	bien1	ADVgen	DEGRE=p
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
dire	dire	VERinf	MORPH=empty
qu	que4	CONsub	MORPH=empty
’	’	PONfbl	MORPH=empty
en	en2	PROadv	MORPH=empty
reportent	reporter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
li	le	DETdef	NOMB.=s|GENRE=m|CAS=r
tierz	tierz	PROord	NOMB.=s|GENRE=m|CAS=r
:	:	PONfbl	MORPH=empty
poz	pot	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
poeles	päele	NOMcom	NOMB.=p|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
chaudieres	chaudiere	NOMcom	NOMB.=p|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
trepiez	trepié	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
croces	croche	NOMcom	NOMB.=p|GENRE=f|CAS=r
de	de	PRE	MORPH=empty
fer	fer	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
tenailles	tenaille	NOMcom	NOMB.=p|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
andieres	andiere	NOMcom	NOMB.=p|GENRE=f|CAS=r
:	:	PONfbl	MORPH=empty
quant	cant1	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
venrront	venir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
el	en1+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
regne	regne	NOMcom	NOMB.=s|GENRE=m|CAS=r
as	a3+le	PRE.DETdef	MORPH=empty+NOMB.=p|GENRE=m|CAS=r
averssiers	aversier	NOMcom	NOMB.=p|GENRE=m|CAS=r
que	que4	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=n
keuz	queu2	NOMcom	NOMB.=p|GENRE=m|CAS=n
puissent	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=p
conreer	conrëer	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
mengiers	mangier	NOMcom	NOMB.=p|GENRE=m|CAS=r
;	;	PONfbl	MORPH=empty
s	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
’	’	PONfbl	MORPH=empty
en	en2	PROadv	MORPH=empty
serviront	servir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
Guillaume	Guillaume	NOMpro	NOMB.=s|GENRE=m|CAS=r
li	le	DETdef	NOMB.=p|GENRE=m|CAS=r
guerriers	guerrier	NOMcom	NOMB.=p|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
en	en1	PRE	MORPH=empty
aprés	après	ADVgen	DEGRE=-
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r
gentis	gentil	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Vet	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
s	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
’	’	PONfbl	MORPH=empty
en	en2	PROadv	MORPH=empty
Guillaumes	Guillaume	NOMpro	NOMB.=s|GENRE=m|CAS=n
o	o4	PRE	MORPH=empty
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
compaigne	compagnie	NOMcom	NOMB.=s|GENRE=f|CAS=r
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p
,	,	PONfbl	MORPH=empty
à	a3	PRE	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r
commande	comander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r
Chapele	chapele	NOMpro	NOMB.=s|GENRE=f|CAS=r
,	,	PONfbl	MORPH=empty
Paris	Paris	NOMpro	NOMB.=s|GENRE=x|CAS=r
et	et	CONcoo	MORPH=empty
Chartres	Chartres	NOMpro	NOMB.=s|GENRE=x|CAS=r
et	et	CONcoo	MORPH=empty
toute	tot	DETind	NOMB.=s|GENRE=f|CAS=r
l	le	DETdef	NOMB.=s|GENRE=f|CAS=r
’	’	PONfbl	MORPH=empty
autre	autre	ADJind	NOMB.=s|GENRE=f|CAS=r
terre	terre	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Passent	passer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
Berri	Berry	NOMpro	NOMB.=s|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
Bourgoigne	Bourgogne	NOMpro	NOMB.=s|GENRE=f|CAS=r
et	et	CONcoo	MORPH=empty
Auverne	Auvergne	NOMpro	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Au	a3+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
gué	gué	NOMcom	NOMB.=s|GENRE=m|CAS=r
des	de+le	PRE.DETdef	MORPH=empty+NOMB.=p|GENRE=m|CAS=r
prez	pré	NOMcom	NOMB.=p|GENRE=m|CAS=r
sont	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
venu	venir	VERppe	NOMB.=p|GENRE=m|CAS=n
à	a3	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
vespre	vespre	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
tendent	tendre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r
tres	tref2	NOMcom	NOMB.=s|GENRE=m|CAS=r
,	,	PONfbl	MORPH=empty
paveillons	paveillon	NOMcom	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
herberges	herberge	NOMcom	NOMB.=s|GENRE=f|CAS=r
.	.	PONfrt	MORPH=empty
Or	or4	ADVgen	DEGRE=-
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Guillaumes	Guillaume	NOMpro	NOMB.=s|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=n
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=n
ostelez	osteler	VERppe	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m|CAS=n
keus	queu2	NOMcom	NOMB.=p|GENRE=m|CAS=n
se	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
hastent	haster	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
du	de+le	PRE.DETdef	MORPH=empty+NOMB.=s|GENRE=m|CAS=r
mengier	mangier	NOMcom	NOMB.=s|GENRE=m|CAS=r
